timestamp,name,hashrate_1m,hashrate_24h,power,efficiency,temp,chipTemp,sharesAccepted,sharesRejected,alive
2025-12-09T07:19:29.095036+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:29.095036+00:00,G,6.14125,0.0,142.40740966796875,23.18865,30,44.1875,1300,1,True
2025-12-09T07:19:33.695439+00:00,A,7.28315,0.0,154.6190185546875,21.2297,39,58.3125,4738,8,True
2025-12-09T07:19:33.695439+00:00,B,8.67831,0.0,152.470947265625,17.5692,38,53.3125,6001,9,True
2025-12-09T07:19:33.695439+00:00,C,6.79157,0.0,147.6805419921875,21.7447,37,53,6955,9,True
2025-12-09T07:19:33.695439+00:00,D,7.14669,0.0,147.4786376953125,20.63595,35,61.375,4408,14,True
2025-12-09T07:19:33.695439+00:00,E,7.05356,0.0,146.1319580078125,20.71748,34,53.875,2351,7,True
2025-12-09T07:19:33.695439+00:00,F,8.86021,0.0,146.521484375,16.53703,32,48.1875,995,6,True
2025-12-09T07:19:33.695439+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:33.695439+00:00,nerdoct1,8.46129,3.06682,141,16.66413,60,0,987,1,True
2025-12-09T07:19:33.695439+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:33.695439+00:00,G,5.82301,0.0,142.2418212890625,24.42752,30,44.0625,1300,1,True
2025-12-09T07:19:38.630240+00:00,A,6.4118,0.0,154.409912109375,24.08216,39,58.1875,4739,8,True
2025-12-09T07:19:38.630240+00:00,B,7.95032,0.0,152.3345947265625,19.16082,38,53.4375,6001,9,True
2025-12-09T07:19:38.630240+00:00,C,7.20364,0.0,147.6805419921875,20.50081,37,52.9375,6956,9,True
2025-12-09T07:19:38.630240+00:00,D,7.78444,0.0,147.547119140625,18.95411,35,61.4375,4408,14,True
2025-12-09T07:19:38.630240+00:00,E,6.14524,0.0,146.1708984375,23.78603,34,53.875,2353,7,True
2025-12-09T07:19:38.630240+00:00,F,7.86825,0.0,146.521484375,18.62187,32,48.4375,996,6,True
2025-12-09T07:19:38.630240+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:38.630240+00:00,nerdoct1,7.96864,3.06703,140.75,17.663,60,0,987,1,True
2025-12-09T07:19:38.630240+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:38.630240+00:00,G,6.59525,0.0,142.42034912109375,21.59437,30,44.1875,1300,1,True
2025-12-09T07:19:43.565766+00:00,A,7.2877,0.0,154.409912109375,21.18775,39,58.25,4739,8,True
2025-12-09T07:19:43.565766+00:00,B,7.43491,0.0,152.4027099609375,20.49825,38,53.3125,6001,9,True
2025-12-09T07:19:43.565766+00:00,C,7.24926,0.0,147.7479248046875,20.38109,37,52.9375,6956,9,True
2025-12-09T07:19:43.565766+00:00,D,7.72572,0.0,147.4144287109375,19.081,35,61.5,4410,14,True
2025-12-09T07:19:43.565766+00:00,E,6.13585,0.0,146.20166015625,23.82746,34,53.9375,2353,7,True
2025-12-09T07:19:43.565766+00:00,F,7.32636,0.0,146.5859375,20.00803,32,48.3125,996,6,True
2025-12-09T07:19:43.565766+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:43.565766+00:00,nerdoct1,8.07497,3.06743,140.75,17.43041,60,0,987,1,True
2025-12-09T07:19:43.565766+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:43.565766+00:00,G,7.88999,0.0,142.459228515625,18.05568,30,44.1875,1302,1,True
2025-12-09T07:19:48.708508+00:00,A,7.96728,0.0,154.400390625,19.3793,39,58.3125,4739,8,True
2025-12-09T07:19:48.708508+00:00,B,7.23436,0.0,152.3931884765625,21.06518,38,53.25,6002,9,True
2025-12-09T07:19:48.708508+00:00,C,7.82093,0.0,147.6805419921875,18.88274,37,52.8125,6957,9,True
2025-12-09T07:19:48.708508+00:00,D,7.60887,0.0,147.544921875,19.39118,35,61.4375,4411,14,True
2025-12-09T07:19:48.708508+00:00,E,6.66259,0.0,146.2406005859375,21.9495,34,53.875,2353,7,True
2025-12-09T07:19:48.708508+00:00,F,7.07157,0.0,146.6773681640625,20.74183,32,48.4375,997,6,True
2025-12-09T07:19:48.708508+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:48.708508+00:00,nerdoct1,8.07497,3.06743,141,17.46137,60,0,987,1,True
2025-12-09T07:19:48.708508+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:48.708508+00:00,G,7.97553,0.0,142.42034912109375,17.85717,30,44.25,1302,1,True
2025-12-09T07:19:53.848728+00:00,A,8.08802,0.0,154.4801025390625,19.09987,39,58.25,4739,8,True
2025-12-09T07:19:53.848728+00:00,B,7.05195,0.0,152.2374267578125,21.588,38,53.3125,6003,9,True
2025-12-09T07:19:53.848728+00:00,C,7.93592,0.0,147.6805419921875,18.60913,37,52.8125,6957,9,True
2025-12-09T07:19:53.848728+00:00,D,6.82645,0.0,147.4666748046875,21.60225,35,61.5,4411,14,True
2025-12-09T07:19:53.848728+00:00,E,7.74186,0.0,146.1708984375,18.88058,34,53.8125,2353,7,True
2025-12-09T07:19:53.848728+00:00,F,8.13276,0.0,146.5078125,18.01452,32,48.25,997,6,True
2025-12-09T07:19:53.848728+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:53.848728+00:00,nerdoct1,7.31581,3.06845,141,19.27332,60,0,987,1,True
2025-12-09T07:19:53.848728+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:53.848728+00:00,G,7.15492,0.0,142.3037109375,19.88893,30,44.125,1302,1,True
2025-12-09T07:19:58.869105+00:00,A,8.03035,0.0,154.33203125,19.21859,39,58.3125,4739,8,True
2025-12-09T07:19:58.869105+00:00,B,8.17035,0.0,152.2471923828125,18.6341,38,53.125,6003,9,True
2025-12-09T07:19:58.869105+00:00,C,8.13782,0.0,147.6029052734375,18.1379,37,53,6957,9,True
2025-12-09T07:19:58.869105+00:00,D,6.28821,0.0,147.544677734375,23.46371,35,61.3125,4411,14,True
2025-12-09T07:19:58.869105+00:00,E,7.98364,0.0,146.0540771484375,18.29417,34,53.875,2354,7,True
2025-12-09T07:19:58.869105+00:00,F,7.55675,0.0,146.5859375,19.39802,32,48.3125,997,6,True
2025-12-09T07:19:58.869105+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:58.869105+00:00,nerdoct1,6.64034,3.06866,141,21.23387,60.0625,0,987,1,True
2025-12-09T07:19:58.869105+00:00,TestMiner,0,0,0,0,0,0,0,0,False
2025-12-09T07:19:58.869105+00:00,G,6.94881,0.0,142.4462890625,20.49937,30,44.3125,1302,1,True
2025-12-09T07:20:00.404261+00:00,A,7.91523,0.0,154.4022216796875,19.50698,39,58.1875,4739,8,True
2025-12-09T07:20:00.404261+00:00,B,7.97814,0.0,152.2471923828125,19.08304,38,53.1875,6003,9,True
2025-12-09T07:20:00.404261+00:00,C,8.27785,0.0,147.6029052734375,17.83108,37,53,6957,9,True
2025-12-09T07:20:00.404261+00:00,D,6.1789,0.0,147.6907958984375,23.90246,35,61.4375,4411,14,True
2025-12-09T07:20:00.404261+00:00,E,7.8689,0.0,146.0540771484375,18.56093,34,53.875,2354,7,True
2025-12-09T07:20:00.404261+00:00,F,7.60135,0.0,146.599365234375,19.28597,32,48.3125,997,6,True
2025-12-09T07:20:00.404261+00:00,NerdAxe1,0,0,0,0,0,0,0,0,False
2025-12-09T07:20:00.404261+00:00,nerdoct1,6.64034,3.06866,141,21.23387,60.0625,0,987,1,True
2025-12-09T07:20:00.404261+00:00,TestMiner,0,0,0,0,0,0,0,0,False
